system,average_density_g_cm3,std_dev
/u/czhang31/data/natfsi_s1p1/md_omol_1M_natfsi_s1p1,1.148448853453406,0.010430027867252542
/u/czhang31/MLFF-distill/natfsi_s1p1_distilled_82k_steps_md,1.2175866583984098,0.008546332513750015
