system,frames_used,dt_ps,D_Na_A2_per_ps,D_Na_cm2_per_s,D_P_A2_per_ps,D_P_cm2_per_s
s1p1,10000,0.10000000000002274,0.03377370023708398,3.3773700237083985e-06,0.04164234935674828,4.164234935674828e-06
