frame_index,natoms,mae_force_components,rmse_force_components,mean_dF_norm_per_atom,max_dF_norm_per_atom
0,2180,0.005697823595255613,0.013170442543923855,0.01148961205035448,0.5540134310722351
1000,2180,0.003897628514096141,0.005666377954185009,0.007801365572959185,0.06926334649324417
2000,2180,0.004762256983667612,0.03064730204641819,0.009637231007218361,1.7381194829940796
3000,2180,0.004017957486212254,0.005753707606345415,0.007995265536010265,0.06580182909965515
4000,2180,0.003937387838959694,0.005823206156492233,0.007869788445532322,0.11437926441431046
5000,2180,0.0037678382359445095,0.005453519057482481,0.007553000934422016,0.10260380804538727
6000,2180,0.0037707507144659758,0.005407128948718309,0.007538773585110903,0.08358032256364822
7000,2180,0.0036966921761631966,0.005329038482159376,0.007387572433799505,0.07542456686496735
8000,2180,0.0038758832961320877,0.007100589573383331,0.007851915434002876,0.2639681398868561
9000,2180,0.0037320454139262438,0.005306444596499205,0.007438588887453079,0.06843573600053787
10000,2180,0.0037882907781749964,0.0053986068814992905,0.007564974948763847,0.06323186308145523
11000,2180,0.0036830268800258636,0.005286046769469976,0.007369358092546463,0.06609489023685455
12000,2180,0.003798250574618578,0.005389731843024492,0.007578153163194656,0.04674912616610527
13000,2180,0.003819625126197934,0.005522719584405422,0.00764571875333786,0.08930516988039017
14000,2180,0.0037181866355240345,0.0053159864619374275,0.007420985959470272,0.10087726265192032
15000,2180,0.0037822432350367308,0.005304502323269844,0.0075310226529836655,0.044824644923210144
16000,2180,0.003676736494526267,0.0051990956999361515,0.007359633222222328,0.04798173904418945
17000,2180,0.003863468999043107,0.005522311665117741,0.007761375978589058,0.058625802397727966
18000,2180,0.0036629177629947662,0.005258104298263788,0.007328009698539972,0.06168315187096596
19000,2180,0.0037468147929757833,0.005331048276275396,0.007488538511097431,0.04936721920967102
20000,2180,0.00371139426715672,0.0052564749494194984,0.007436669897288084,0.06820894777774811
21000,2180,0.00377145828679204,0.005339527036994696,0.007500453386455774,0.05783804506063461
22000,2180,0.0037240765523165464,0.005286429077386856,0.007445269729942083,0.06159716844558716
23000,2180,0.0035400758497416973,0.005009323358535767,0.007050520274788141,0.056909043341875076
24000,2180,0.0037591655272990465,0.005350772757083178,0.007492830045521259,0.05432054400444031
25000,2180,0.0038126155268400908,0.0053862398490309715,0.0076144989579916,0.05125168710947037
26000,2180,0.0037517775781452656,0.005362449213862419,0.007535647600889206,0.04907910153269768
27000,2180,0.0036133592948317528,0.0050936113111674786,0.0072254398837685585,0.04168596863746643
28000,2180,0.0037783083971589804,0.005346772726625204,0.007576401811093092,0.055808041244745255
29000,2180,0.0037519787438213825,0.005374621599912643,0.007505521643906832,0.06596589833498001
30000,2180,0.003662621136754751,0.005231289658695459,0.007326031569391489,0.057663947343826294
31000,2180,0.003725755028426647,0.0054984064772725105,0.007452346850186586,0.09169565141201019
32000,2180,0.0037268137093633413,0.005357027985155582,0.007451679557561874,0.09384573996067047
33000,2180,0.003791809780523181,0.005409835837781429,0.007578036282211542,0.08617641031742096
34000,2180,0.003711266443133354,0.005341384559869766,0.007429471239447594,0.07744325697422028
35000,2180,0.0038542330730706453,0.00544675812125206,0.007661404553800821,0.05481012538075447
36000,2180,0.003813565708696842,0.005475981626659632,0.007633684203028679,0.062316663563251495
37000,2180,0.003763670101761818,0.005339057184755802,0.007495081517845392,0.0463130809366703
38000,2180,0.003687384305521846,0.0051849051378667355,0.00736865634098649,0.046747900545597076
39000,2180,0.0038118145894259214,0.005438086111098528,0.007614604663103819,0.06517163664102554
40000,2180,0.003896583104506135,0.005534652154892683,0.0077630700543522835,0.04816077649593353
41000,2180,0.003806479275226593,0.0054641421884298325,0.007636008318513632,0.05457881838083267
42000,2180,0.003652518382295966,0.005280676297843456,0.007347377482801676,0.050131071358919144
43000,2180,0.003772520925849676,0.005334953311830759,0.007542228791862726,0.04329618439078331
44000,2180,0.0036458333488553762,0.005142140667885542,0.007286787964403629,0.042016733437776566
45000,2180,0.0037617057096213102,0.005297968629747629,0.007528938353061676,0.06696126610040665
46000,2180,0.0038420509081333876,0.005478345789015293,0.007689189165830612,0.04832662269473076
47000,2180,0.003827060805633664,0.005459813866764307,0.0076639894396066666,0.04310004413127899
48000,2180,0.0038921143859624863,0.007084573153406382,0.007761110085994005,0.3017127811908722
49000,2180,0.003954449202865362,0.005736398044973612,0.007938878610730171,0.0764017403125763
50000,2180,0.0038778167217969894,0.005508017260581255,0.00769179267808795,0.07716928422451019
51000,2180,0.003871926572173834,0.005490885581821203,0.007749718613922596,0.04657174274325371
52000,2180,0.003750861855223775,0.005377709865570068,0.007522118277847767,0.04565228894352913
53000,2180,0.0035555458161979914,0.005053236149251461,0.007116635330021381,0.040559329092502594
54000,2180,0.003633996704593301,0.0052345432341098785,0.007279818411916494,0.0883011743426323
55000,2180,0.0036666931118816137,0.005208644550293684,0.007335599511861801,0.049606047570705414
56000,2180,0.0037151610013097525,0.005273621995002031,0.007442900445312262,0.04110538586974144
57000,2180,0.0036155234556645155,0.005149350967258215,0.007232330739498138,0.06884972006082535
58000,2180,0.0037368570920079947,0.005297516006976366,0.007483038119971752,0.03844238817691803
59000,2180,0.003767602378502488,0.005333405919373035,0.007506139576435089,0.04770317301154137
60000,2180,0.0038292251992970705,0.005390338134020567,0.007619864773005247,0.04156206175684929
61000,2180,0.0037447577342391014,0.005324609111994505,0.007485844660550356,0.054459188133478165
62000,2180,0.0037860306911170483,0.005356136243790388,0.007574540562927723,0.04690267890691757
63000,2180,0.003911708481609821,0.005612695589661598,0.00781296007335186,0.07119176536798477
64000,2180,0.003769289469346404,0.0053991107270121574,0.007533750496804714,0.05832047387957573
65000,2180,0.005465137306600809,0.0455143116414547,0.010702379047870636,2.573239326477051
66000,2180,0.0038444758392870426,0.005548405461013317,0.007687253877520561,0.0672316923737526
67000,2180,0.0037450422532856464,0.005366671364754438,0.007483321242034435,0.06488298624753952
68000,2180,0.0037067746743559837,0.005303435958921909,0.007448785938322544,0.054075103253126144
69000,2180,0.003861351404339075,0.005471346899867058,0.007706468924880028,0.05888504162430763
70000,2180,0.0037636354099959135,0.00535570876672864,0.007534700911492109,0.05432429537177086
71000,2180,0.0036214005667716265,0.005083391908556223,0.007223224267363548,0.04640510678291321
72000,2180,0.0037562844809144735,0.0053006806410849094,0.007468449417501688,0.05732518061995506
73000,2180,0.003692043013870716,0.005298322066664696,0.007381796836853027,0.04494542255997658
74000,2180,0.003711600787937641,0.00522014731541276,0.007419164292514324,0.051791515201330185
75000,2180,0.0037808865308761597,0.005416018422693014,0.0075444928370416164,0.06772953271865845
76000,2180,0.0036749555729329586,0.005161667242646217,0.007334488909691572,0.04471537098288536
77000,2180,0.0037767637986689806,0.00545161310583353,0.007572188042104244,0.06551820784807205
78000,2180,0.0037562670186161995,0.005374797619879246,0.007532940246164799,0.06983040273189545
79000,2180,0.0037671057507395744,0.005319847259670496,0.007530266419053078,0.049021992832422256
80000,2180,0.0036276746541261673,0.005170817486941814,0.007245652377605438,0.037225060164928436
81000,2180,0.0037862707395106554,0.005323462188243866,0.007547413464635611,0.04217233136296272
82000,2180,0.003825799562036991,0.005505728535354137,0.007667429745197296,0.05285630375146866
83000,2180,0.003724877955392003,0.005281280260533094,0.007460093591362238,0.05043132230639458
84000,2180,0.0037445605266839266,0.0053711081854999065,0.007504821754992008,0.049130044877529144
85000,2180,0.0036714414600282907,0.005244458559900522,0.007380777969956398,0.04918809235095978
86000,2180,0.003993334714323282,0.0058425236493349075,0.008009292185306549,0.06857896596193314
87000,2180,0.0036890029441565275,0.005268789362162352,0.007340459153056145,0.08234157413244247
88000,2180,0.0037281280383467674,0.005323589779436588,0.00749528594315052,0.041880685836076736
89000,2180,0.003814671654254198,0.005396192893385887,0.007606144063174725,0.04621228575706482
90000,2180,0.0036744612734764814,0.005234911572188139,0.007368484977632761,0.05665837228298187
91000,2180,0.0037519349716603756,0.005271227564662695,0.007523748558014631,0.037345610558986664
92000,2180,0.0037006845232099295,0.0054800743237137794,0.007427950389683247,0.08819914609193802
93000,2180,0.0037220092490315437,0.005376491229981184,0.0074647520668804646,0.061906348913908005
94000,2180,0.003820817917585373,0.00548003613948822,0.007650184445083141,0.04382626339793205
95000,2180,0.003666296834126115,0.005226617678999901,0.007335417903959751,0.05097169429063797
96000,2180,0.0036926064640283585,0.005269987042993307,0.0074067325331270695,0.06120472401380539
97000,2180,0.0037944752257317305,0.0054306574165821075,0.007586020510643721,0.048180535435676575
98000,2180,0.005956158507615328,0.07697238028049469,0.011949602514505386,4.528783321380615
99000,2180,0.006458192132413387,0.09087462723255157,0.012196946889162064,5.352705478668213
