frame_index,natoms,mae_force_components,rmse_force_components,mean_dF_norm_per_atom,max_dF_norm_per_atom
0,2312,0.009291024878621101,0.020575931295752525,0.018672563135623932,0.732164204120636
1000,2312,0.004485653713345528,0.006739893462508917,0.008966749534010887,0.1222996711730957
2000,2312,0.00437869131565094,0.006261196453124285,0.008777588605880737,0.05214400961995125
3000,2312,0.004370137583464384,0.0062647731974720955,0.008749907836318016,0.0751461386680603
4000,2312,0.0045471470803022385,0.006489697378128767,0.009079179726541042,0.07708947360515594
5000,2312,0.004327057860791683,0.006164866965264082,0.00862287636846304,0.0646936297416687
6000,2312,0.004441507626324892,0.006413380615413189,0.008895887061953545,0.07281964272260666
7000,2312,0.004203446209430695,0.006037368904799223,0.008447609841823578,0.08369199931621552
8000,2312,0.004464638419449329,0.006354333832859993,0.00889894925057888,0.07441076636314392
9000,2312,0.004356682300567627,0.006258220411837101,0.008718381635844707,0.07942322641611099
10000,2312,0.0043012481182813644,0.006100555416196585,0.008584601804614067,0.046811215579509735
11000,2312,0.004094879142940044,0.005780808627605438,0.008208177983760834,0.061509374529123306
12000,2312,0.004527800250798464,0.006721037440001965,0.009090094827115536,0.11154977232217789
13000,2312,0.004315541125833988,0.006170956883579493,0.008640307001769543,0.07961856573820114
14000,2312,0.004173242952674627,0.005819991696625948,0.00835405196994543,0.04960126802325249
15000,2312,0.004276893101632595,0.006018772255629301,0.008557415567338467,0.04256906732916832
16000,2312,0.0040909769013524055,0.0058408803306519985,0.008246084675192833,0.07657572627067566
17000,2312,0.004323063883930445,0.006138648837804794,0.008663802407681942,0.04893455654382706
18000,2312,0.004112681373953819,0.005813835188746452,0.008290519937872887,0.04315013065934181
19000,2312,0.004156208597123623,0.005883232224732637,0.008313850499689579,0.06182388588786125
20000,2312,0.004145777318626642,0.005942272488027811,0.008327394723892212,0.0745895504951477
21000,2312,0.0053029791451990604,0.03302006796002388,0.010398954153060913,1.9165401458740234
22000,2312,0.004927597939968109,0.028777193278074265,0.010045502334833145,1.6573503017425537
23000,2312,0.004213816486299038,0.0059336586855351925,0.008430241607129574,0.0768929049372673
24000,2312,0.004148777108639479,0.00583547493442893,0.008308776654303074,0.0516803041100502
25000,2312,0.004147358238697052,0.005870535969734192,0.008288398385047913,0.06027878075838089
26000,2312,0.004153427667915821,0.005865353625267744,0.008305495604872704,0.04305489733815193
