frame_index,natoms,mae_force_components,rmse_force_components,mean_dF_norm_per_atom,max_dF_norm_per_atom
0,2018,0.008046566508710384,0.026402410119771957,0.01638668030500412,0.7848959565162659
1000,2018,0.00734678702428937,0.01535995863378048,0.014631081372499466,0.31996914744377136
2000,2018,0.006535821594297886,0.014456131495535374,0.01312282308936119,0.29339301586151123
3000,2018,0.00654306635260582,0.013616418465971947,0.013099120929837227,0.27484846115112305
4000,2018,0.007780376821756363,0.015591493807733059,0.015465080738067627,0.24976292252540588
5000,2018,0.007624086923897266,0.016598742455244064,0.015303869731724262,0.3880489766597748
6000,2018,0.0035082376562058926,0.006014431361109018,0.007043494842946529,0.17677253484725952
7000,2018,0.003398413769900799,0.004956097807735205,0.006785874720662832,0.07873242348432541
8000,2018,0.0035225742030888796,0.005147744435817003,0.007056917529553175,0.05458110198378563
9000,2018,0.0033496138639748096,0.004787614103406668,0.006677261553704739,0.061314426362514496
10000,2018,0.0034745903685688972,0.005097940564155579,0.006948562804609537,0.07570083439350128
11000,2018,0.0032486652489751577,0.004662773106247187,0.006525387521833181,0.055675528943538666
12000,2018,0.0032946192659437656,0.004765274003148079,0.006598828826099634,0.05345999449491501
13000,2018,0.0033459728583693504,0.00481342663988471,0.006722360383719206,0.04197229817509651
14000,2018,0.003316407324746251,0.004752528853714466,0.006644949316978455,0.04660689830780029
15000,2018,0.0032719529699534178,0.0046221488155424595,0.006522219628095627,0.03549275919795036
16000,2018,0.0033197072334587574,0.004739808384329081,0.006640291772782803,0.05229898542165756
17000,2018,0.0033475374802947044,0.004872261546552181,0.006696202792227268,0.06150730326771736
18000,2018,0.003379184054210782,0.00495983986184001,0.006761928088963032,0.061484359204769135
19000,2018,0.004905708134174347,0.04780440405011177,0.009878947399556637,2.591282844543457
20000,2018,0.003400262678042054,0.0049150846898555756,0.006801352836191654,0.04728040099143982
21000,2018,0.0033852262422442436,0.004897367209196091,0.006776290014386177,0.05426453426480293
22000,2018,0.003275133203715086,0.004707397893071175,0.00653879577293992,0.05028890073299408
23000,2018,0.003410337259992957,0.004903773777186871,0.006812927313148975,0.0563918799161911
24000,2018,0.0031714695505797863,0.0045257192105054855,0.006358686368912458,0.03654869645833969
25000,2018,0.003256617346778512,0.004606269765645266,0.006504624150693417,0.04450882226228714
26000,2018,0.0033061678986996412,0.004677514545619488,0.006607184186577797,0.04364044591784477
27000,2018,0.0031957700848579407,0.004649537615478039,0.0063927266746759415,0.05597555637359619
28000,2018,0.0032241996377706528,0.004588797222822905,0.006453321315348148,0.048276156187057495
29000,2018,0.003414563601836562,0.004953433759510517,0.0068312957882881165,0.06948445737361908
30000,2018,0.003306057071313262,0.0047677368856966496,0.006602059118449688,0.0559200793504715
31000,2018,0.004901459440588951,0.0410342812538147,0.009721203707158566,2.2040555477142334
32000,2018,0.003421343630179763,0.0048990813083946705,0.006826675962656736,0.04079824313521385
33000,2018,0.00428773695603013,0.04100345820188522,0.00924802478402853,2.20748233795166
34000,2018,0.003253868781030178,0.00460700411349535,0.006509239319711924,0.03465414047241211
35000,2018,0.003363850060850382,0.004860668908804655,0.006703118793666363,0.05262646824121475
36000,2018,0.003310091095045209,0.004667797591537237,0.006648320704698563,0.03629541024565697
37000,2018,0.003401394933462143,0.004851869307458401,0.006821188144385815,0.05008197948336601
38000,2018,0.0032306069042533636,0.004641197621822357,0.0064608315005898476,0.0444902628660202
39000,2018,0.0033671848941594362,0.004814568907022476,0.006703707855194807,0.03782498463988304
40000,2018,0.003176338504999876,0.004477289970964193,0.006358134560286999,0.030657274648547173
41000,2018,0.00331505318172276,0.004752269480377436,0.006623710971325636,0.0514209009706974
42000,2018,0.0033023187424987555,0.00465442193672061,0.006602515000849962,0.0327862910926342
43000,2018,0.003236260963603854,0.004600260406732559,0.006476677488535643,0.04899318516254425
44000,2018,0.00335687305778265,0.004801012109965086,0.0067059495486319065,0.05656084418296814
45000,2018,0.003229864640161395,0.004599577281624079,0.006442621350288391,0.06579124182462692
