frame_index,natoms,mae_force_components,rmse_force_components,mean_dF_norm_per_atom,max_dF_norm_per_atom
0,2072,0.008912811055779457,0.026032736524939537,0.017778830602765083,0.8208723664283752
1000,2072,0.0030204979702830315,0.0044671958312392235,0.006024037022143602,0.046177927404642105
2000,2072,0.004389782436192036,0.03985614329576492,0.008750421926379204,2.143281936645508
3000,2072,0.002901769010350108,0.004168439190834761,0.0058023761957883835,0.039515089243650436
4000,2072,0.0028123005758970976,0.004010901786386967,0.005624625366181135,0.04055109992623329
5000,2072,0.002915213583037257,0.004570554010570049,0.005818948149681091,0.11400573700666428
6000,2072,0.0027850812766700983,0.004015245940536261,0.005574367009103298,0.04136301949620247
7000,2072,0.0029821444768458605,0.004240621346980333,0.00597393000498414,0.034235384315252304
8000,2072,0.0029685855843126774,0.00425298186019063,0.005952917039394379,0.03883372247219086
9000,2072,0.0030287550762295723,0.004341599997133017,0.006070609204471111,0.042804233729839325
10000,2072,0.0029389613773673773,0.004293777048587799,0.005857905838638544,0.06404881179332733
11000,2072,0.0029885433614253998,0.004369195085018873,0.005997097119688988,0.05720317363739014
12000,2072,0.003021344542503357,0.004220880102366209,0.006012792233377695,0.04614788293838501
13000,2072,0.002945093670859933,0.004216358531266451,0.005865730345249176,0.05216478928923607
14000,2072,0.003003265941515565,0.0043307761661708355,0.006011963821947575,0.05578439310193062
15000,2072,0.0028526715468615294,0.004079585429280996,0.005694381892681122,0.0446966178715229
16000,2072,0.0030363549012690783,0.004403792787343264,0.00605351198464632,0.04362763836979866
17000,2072,0.00297419517301023,0.004275939427316189,0.005952066276222467,0.04372580721974373
18000,2072,0.0030820269603282213,0.004381794016808271,0.006164013408124447,0.04525472968816757
19000,2072,0.0029242176096886396,0.0041778311133384705,0.00585523433983326,0.03728226199746132
20000,2072,0.0028831802774220705,0.004097614903002977,0.0057834601029753685,0.05753370374441147
21000,2072,0.0029571359045803547,0.00425388989970088,0.005912106949836016,0.04144958406686783
22000,2072,0.002990720560774207,0.004278681706637144,0.0059735034592449665,0.03644930571317673
23000,2072,0.002978766802698374,0.004235712345689535,0.005933630745857954,0.03696558251976967
24000,2072,0.004153094720095396,0.03314287215471268,0.00816414039582014,1.8250815868377686
25000,2072,0.0029627627227455378,0.004225884564220905,0.005929895211011171,0.03498964384198189
26000,2072,0.0029757353477180004,0.00417215283960104,0.005932396277785301,0.042312052100896835
27000,2072,0.002994195558130741,0.004353701137006283,0.0059924982488155365,0.046877238899469376
28000,2072,0.002827422460541129,0.004054605960845947,0.005659154616296291,0.038585398346185684
29000,2072,0.0029381723143160343,0.004767154809087515,0.00587631668895483,0.13944633305072784
30000,2072,0.002908850321546197,0.004104259889572859,0.005815883632749319,0.03502083942294121
31000,2072,0.002864334499463439,0.0041203624568879604,0.005740729626268148,0.042216796427965164
32000,2072,0.0029901666566729546,0.006649509072303772,0.006003647111356258,0.29323288798332214
33000,2072,0.0029603810980916023,0.004320152569562197,0.005947223864495754,0.04573921486735344
34000,2072,0.002912720199674368,0.004139643628150225,0.005807746201753616,0.03465062752366066
35000,2072,0.0028885186184197664,0.004073247313499451,0.005746553651988506,0.03854440897703171
36000,2072,0.004343708511441946,0.044014398008584976,0.00879313237965107,2.395202875137329
37000,2072,0.003022433491423726,0.004335148725658655,0.006055445410311222,0.034773003309965134
38000,2072,0.0029534485656768084,0.004190082661807537,0.005912392400205135,0.037054210901260376
39000,2072,0.0028749750927090645,0.00408596359193325,0.0057485708966851234,0.03965950384736061
40000,2072,0.00295687816105783,0.004282315727323294,0.005894964095205069,0.04740961641073227
41000,2072,0.004218793008476496,0.042418234050273895,0.008679225109517574,2.269340753555298
42000,2072,0.0029907571151852608,0.004311886616051197,0.005986141040921211,0.043930038809776306
43000,2072,0.002807491458952427,0.004122863989323378,0.0056288824416697025,0.0696110874414444
44000,2072,0.002924687694758177,0.00427458668127656,0.005873611196875572,0.05495970696210861
